Content ID,User_ID_(Post_owner),Reaction_Type,Content_Type,Category,Sentiment,Score
81abd65a-3b76-4574-a0a7-db6bf7184ae2,052faed2-37ac-4a2c-ba6f-2657322e4fa5,dislike,video,food,negative,10.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,317c70d5-fe65-4663-afb1-150108e0e55c,disgust,video,food,negative,0.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,love,video,food,positive,65.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,db0066e1-83cc-43f3-990b-983010aa5370,heart,video,food,positive,60.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,9ce133df-bd87-4559-96d7-a402add824ca,peeking,video,food,neutral,35.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,intrigued,video,food,positive,45.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,ed3494e3-695b-4068-a725-09c6cdf92d63,intrigued,video,food,positive,45.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,disgust,video,food,negative,0.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,a94a7d87-65df-4c21-847a-0e8af6cb5c02,like,video,food,positive,50.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,34e8add9-0206-47fd-a501-037b994650a2,super love,video,food,positive,75.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,2ab641a8-6ad4-4d1a-8511-d87ff5346773,dislike,video,food,negative,10.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,heart,video,food,positive,60.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,video,food,positive,60.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,2129de92-ee91-425f-a854-07c553ee0b74,intrigued,video,food,positive,45.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,15e325b1-c221-4bf8-8010-18d76b03646e,adore,video,food,positive,72.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,a5c65404-5894-4b87-82f2-d787cbee86b4,indifferent,video,food,neutral,20.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,47def058-01cc-478f-9830-eaddcccac633,super love,video,food,positive,75.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,9a5aca53-6263-485a-bf77-e60c4608fd26,disgust,video,food,negative,0.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,peeking,video,food,neutral,35.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,3956593b-7739-426a-b7a5-e841c95a5df9,super love,video,food,positive,75.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,heart,video,food,positive,60.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,3e65775b-36e4-495d-9c45-28127fb3da5f,scared,video,food,negative,15.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,48e834aa-fd4a-4206-93e8-ac8fdac613bc,scared,video,food,negative,15.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,super love,video,food,positive,75.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,0873e9a7-234a-4096-a92a-8dc7a03eb0c5,like,video,food,positive,50.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,super love,video,food,positive,75.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,intrigued,video,food,positive,45.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,b596e7d8-dd3f-4125-8b99-4bf2283657cd,scared,video,food,negative,15.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,26c6734f-42b6-48f8-a08e-e1c3a79019d0,peeking,video,food,neutral,35.0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,d3aa94aa-3e81-49e4-915a-d269e4f42f29,like,video,food,positive,50.0
9b3a6d30-48e8-476c-82be-9031524bd04d,95258c36-5b6b-4591-85ee-0c43f503c1d5,disgust,video,food,negative,0.0
9b3a6d30-48e8-476c-82be-9031524bd04d,fb4654ff-ce23-4a77-b52a-50f8948b5664,hate,video,food,negative,5.0
9b3a6d30-48e8-476c-82be-9031524bd04d,b870b764-7447-4990-a8d4-024d33e0e67d,cherish,video,food,positive,70.0
9b3a6d30-48e8-476c-82be-9031524bd04d,e8849148-1482-4926-9f28-a537630b9ba2,hate,video,food,negative,5.0
9b3a6d30-48e8-476c-82be-9031524bd04d,324e384a-9963-4d17-94aa-21859ea85062,scared,video,food,negative,15.0
9b3a6d30-48e8-476c-82be-9031524bd04d,1ea3d5d6-7e6d-4554-b31d-ea31dc2150f9,intrigued,video,food,positive,45.0
9b3a6d30-48e8-476c-82be-9031524bd04d,1ee25417-3648-4220-9b8f-fc82d1ef450c,worried,video,food,negative,12.0
9b3a6d30-48e8-476c-82be-9031524bd04d,f3eb7ee0-7788-43a0-9686-1c399260b17e,want,video,food,positive,70.0
9b3a6d30-48e8-476c-82be-9031524bd04d,61d88e0e-c0e7-4352-85ad-555e464ff933,cherish,video,food,positive,70.0
9b3a6d30-48e8-476c-82be-9031524bd04d,1879b698-1639-438e-a07e-ddd735f8d57c,like,video,food,positive,50.0
9b3a6d30-48e8-476c-82be-9031524bd04d,f50ac030-3af8-4e07-aacf-dccff353b8f6,disgust,video,food,negative,0.0
9b3a6d30-48e8-476c-82be-9031524bd04d,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,dislike,video,food,negative,10.0
9b3a6d30-48e8-476c-82be-9031524bd04d,37867a23-d07b-4990-8fa8-d694cf7d3b1b,interested,video,food,positive,30.0
9b3a6d30-48e8-476c-82be-9031524bd04d,fe15963d-0a77-4247-9bc6-04e146b826b2,adore,video,food,positive,72.0
9b3a6d30-48e8-476c-82be-9031524bd04d,d6204684-926d-41db-ae9c-a7bf2e76313a,like,video,food,positive,50.0
9b3a6d30-48e8-476c-82be-9031524bd04d,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,dislike,video,food,negative,10.0
9b3a6d30-48e8-476c-82be-9031524bd04d,0a1cde57-79ab-4c61-b664-1d3b290b43cf,scared,video,food,negative,15.0
9b3a6d30-48e8-476c-82be-9031524bd04d,242a3620-fc18-4120-ac72-37b0f3716879,indifferent,video,food,neutral,20.0
9b3a6d30-48e8-476c-82be-9031524bd04d,4cff698b-def1-497c-a78e-75058de67fe8,interested,video,food,positive,30.0
9b3a6d30-48e8-476c-82be-9031524bd04d,2bd9c167-e06c-47c1-a978-3403d6724606,like,video,food,positive,50.0
9b3a6d30-48e8-476c-82be-9031524bd04d,9fb4ce88-fac1-406c-8544-1a899cee7aaf,super love,video,food,positive,75.0
9b3a6d30-48e8-476c-82be-9031524bd04d,5fbf758a-376b-472c-8aca-a87ff1db3e6d,worried,video,food,negative,12.0
9b3a6d30-48e8-476c-82be-9031524bd04d,987b33de-7307-48c1-b34a-6c6806d7af67,intrigued,video,food,positive,45.0
9b3a6d30-48e8-476c-82be-9031524bd04d,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,super love,video,food,positive,75.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,acd90ee9-84cd-465e-88e3-f128dd0cc1da,dislike,GIF,food,negative,10.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,17bc2431-754a-46e8-81e2-32820d3fc612,worried,GIF,food,negative,12.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,e69d9ade-20e5-4e31-bc70-5a46556c530f,indifferent,GIF,food,neutral,20.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,dd118345-3ba6-4800-9686-d5479fee403d,interested,GIF,food,positive,30.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,740a4abd-187d-4783-990b-161c52fb5f86,hate,GIF,food,negative,5.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,peeking,GIF,food,neutral,35.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,9a5c1dcc-d26b-4303-b487-3075e7d34e02,cherish,GIF,food,positive,70.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,ed5e1675-94a8-482c-8b43-1b9bb71d0495,dislike,GIF,food,negative,10.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,c880dbc5-8997-4f38-9055-c254b9133175,worried,GIF,food,negative,12.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,b7b551bd-8cdd-44f3-aef8-29bf82b51535,adore,GIF,food,positive,72.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,f9775602-43ab-4d54-ad93-7c9a489879bc,love,GIF,food,positive,65.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,85503a94-e733-486e-989e-12ff9b59f2d3,love,GIF,food,positive,65.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,adore,GIF,food,positive,72.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,b9480379-4b96-412c-8dca-96fff9ae81a3,scared,GIF,food,negative,15.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,cad2d54d-9555-4dfe-bfcd-7a584895a002,intrigued,GIF,food,positive,45.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,4edc3d1a-a7d9-4db6-89c3-f784d9954172,worried,GIF,food,negative,12.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,a8d09ab9-44c6-493c-afdf-93888822a4b0,cherish,GIF,food,positive,70.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,worried,GIF,food,negative,12.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,3eb6dad3-c017-4e77-8920-fbdea84b0acc,hate,GIF,food,negative,5.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,789b11b4-96ff-4abd-8da2-3da8b12d1e6e,interested,GIF,food,positive,30.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,5d33137a-3306-4d5f-8ab1-48d2446a12b0,love,GIF,food,positive,65.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,heart,GIF,food,positive,60.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,heart,GIF,food,positive,60.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,scared,GIF,food,negative,15.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,72d2587e-8fae-4626-a73d-352e6465ba0f,adore,GIF,food,positive,72.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,425b7021-0409-4358-af39-2bff14197d0a,interested,GIF,food,positive,30.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,peeking,GIF,food,neutral,35.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,0871bb31-3d6e-4e4c-ab19-95a262cac0d4,love,GIF,food,positive,65.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,0f21b6d6-7be6-484c-9698-d851ad7d43c5,dislike,GIF,food,negative,10.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,30be2156-59d1-451e-beea-1a3690200a2b,worried,GIF,food,negative,12.0
a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,dd118345-3ba6-4800-9686-d5479fee403d,peeking,GIF,food,neutral,35.0
34a3747a-0b77-42f6-ae19-87c38b94b674,ade9db41-034e-4b27-befb-42117025dab0,interested,GIF,science,positive,30.0
34a3747a-0b77-42f6-ae19-87c38b94b674,61d88e0e-c0e7-4352-85ad-555e464ff933,worried,GIF,science,negative,12.0
34a3747a-0b77-42f6-ae19-87c38b94b674,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,love,GIF,science,positive,65.0
34a3747a-0b77-42f6-ae19-87c38b94b674,2aae6657-1214-4119-8cde-6b0dc5cd5529,cherish,GIF,science,positive,70.0
34a3747a-0b77-42f6-ae19-87c38b94b674,a8229d24-f219-4930-a382-24049a8f73bb,adore,GIF,science,positive,72.0
34a3747a-0b77-42f6-ae19-87c38b94b674,2dd186bb-7a28-4e80-99c7-f1936afc7b49,interested,GIF,science,positive,30.0
34a3747a-0b77-42f6-ae19-87c38b94b674,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,love,GIF,science,positive,65.0
34a3747a-0b77-42f6-ae19-87c38b94b674,624db443-c716-4227-ac84-a6f7c3a59162,love,GIF,science,positive,65.0
34a3747a-0b77-42f6-ae19-87c38b94b674,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,intrigued,GIF,science,positive,45.0
34a3747a-0b77-42f6-ae19-87c38b94b674,1ff398e4-6b68-451d-9b00-2d2a565ba22a,like,GIF,science,positive,50.0
34a3747a-0b77-42f6-ae19-87c38b94b674,b7b551bd-8cdd-44f3-aef8-29bf82b51535,love,GIF,science,positive,65.0
34a3747a-0b77-42f6-ae19-87c38b94b674,45064aca-5e28-4b1f-be64-202fc5e0daba,adore,GIF,science,positive,72.0
34a3747a-0b77-42f6-ae19-87c38b94b674,ce7c338c-cad4-408f-895b-510ca73a388b,interested,GIF,science,positive,30.0
34a3747a-0b77-42f6-ae19-87c38b94b674,47def058-01cc-478f-9830-eaddcccac633,cherish,GIF,science,positive,70.0
34a3747a-0b77-42f6-ae19-87c38b94b674,fc17ca61-7c66-4ceb-8504-32f58b438b45,indifferent,GIF,science,neutral,20.0
34a3747a-0b77-42f6-ae19-87c38b94b674,a4fd7920-9edf-4930-84bd-7a38b3bf9cec,indifferent,GIF,science,neutral,20.0
34a3747a-0b77-42f6-ae19-87c38b94b674,4291e9a9-b4a8-42e1-b032-520b16f93888,indifferent,GIF,science,neutral,20.0
34a3747a-0b77-42f6-ae19-87c38b94b674,23a48585-f2cf-4a20-8d30-f49361d5625c,scared,GIF,science,negative,15.0
34a3747a-0b77-42f6-ae19-87c38b94b674,877ce8ba-564f-4b86-9cdc-94a93d9a7997,hate,GIF,science,negative,5.0
34a3747a-0b77-42f6-ae19-87c38b94b674,d16ed6bf-d35e-463b-92b0-393ee67e220c,interested,GIF,science,positive,30.0
34a3747a-0b77-42f6-ae19-87c38b94b674,5d04455b-a95e-40d8-bcd4-8c485777c47f,peeking,GIF,science,neutral,35.0
34a3747a-0b77-42f6-ae19-87c38b94b674,1ebc46fa-edd3-4dec-bb45-c124daf83512,like,GIF,science,positive,50.0
34a3747a-0b77-42f6-ae19-87c38b94b674,f9775602-43ab-4d54-ad93-7c9a489879bc,heart,GIF,science,positive,60.0
